0; 0.999994
1; 0.999986
2; 0.999976
3; 0.999964
4; 0.999953
5; 0.999947
6; 0.999941
7; 0.999929
8; 0.999926
9; 0.99992
10; 0.99991
11; 0.999904
12; 0.9999
13; 0.999894
14; 0.999885
15; 0.999877
16; 0.999874
17; 0.999869
18; 0.999862
19; 0.999853
20; 0.999846
21; 0.999842
22; 0.999838
23; 0.999832
24; 0.999825
25; 0.999815
26; 0.999811
27; 0.999807
28; 0.999802
29; 0.999796
30; 0.999789
31; 0.999781
32; 0.999774
33; 0.99977
34; 0.999766
35; 0.999761
36; 0.999755
37; 0.999749
38; 0.999741
39; 0.999733
40; 0.999729
41; 0.999725
42; 0.99972
43; 0.999715
44; 0.999709
45; 0.999703
46; 0.999695
47; 0.999687
48; 0.999683
49; 0.999679
50; 0.999675
51; 0.99967
52; 0.999665
53; 0.999658
54; 0.999652
55; 0.999644
56; 0.999637
57; 0.999633
58; 0.999629
59; 0.999625
60; 0.99962
61; 0.999615
62; 0.999609
63; 0.999602
64; 0.999596
65; 0.999588
66; 0.999582
67; 0.999578
68; 0.999574
69; 0.99957
70; 0.999565
71; 0.99956
72; 0.999554
73; 0.999548
74; 0.999542
75; 0.999535
76; 0.999527
77; 0.999523
78; 0.999519
79; 0.999515
80; 0.99951
81; 0.999505
82; 0.9995
83; 0.999494
84; 0.999489
85; 0.999482
86; 0.999476
87; 0.999469
88; 0.999463
89; 0.999459
90; 0.999455
91; 0.999451
92; 0.999446
93; 0.999441
94; 0.999436
95; 0.99943
96; 0.999424
97; 0.999418
98; 0.999412
99; 0.999405
100; 0.999399
101; 0.999395
102; 0.999391
103; 0.999387
104; 0.999382
105; 0.999377
106; 0.999372
107; 0.999367
108; 0.999361
109; 0.999356
110; 0.99935
111; 0.999343
112; 0.999337
113; 0.999331
114; 0.999327
115; 0.999322
116; 0.999318
117; 0.999314
118; 0.999309
119; 0.999304
120; 0.999299
121; 0.999293
122; 0.999288
123; 0.999282
124; 0.999276
125; 0.99927
126; 0.999264
127; 0.999258
128; 0.999254
129; 0.999249
130; 0.999245
131; 0.999241
132; 0.999236
133; 0.999231
134; 0.999226
135; 0.999221
136; 0.999216
137; 0.99921
138; 0.999204
139; 0.999198
140; 0.999192
141; 0.999186
142; 0.99918
143; 0.999176
144; 0.999172
145; 0.999168
146; 0.999163
147; 0.999159
148; 0.999154
149; 0.999149
150; 0.999144
151; 0.999139
152; 0.999133
153; 0.999128
154; 0.999122
155; 0.999116
156; 0.99911
157; 0.999104
158; 0.999099
159; 0.999095
160; 0.99909
161; 0.999086
162; 0.999082
163; 0.999077
164; 0.999072
165; 0.999067
166; 0.999062
167; 0.999057
168; 0.999052
169; 0.999047
170; 0.999041
171; 0.999035
172; 0.99903
173; 0.999024
174; 0.999017
175; 0.999013
176; 0.999009
177; 0.999004
178; 0.999
179; 0.998996
180; 0.998991
181; 0.998986
182; 0.998982
183; 0.998977
184; 0.998972
185; 0.998967
186; 0.998961
187; 0.998956
188; 0.99895
189; 0.998945
190; 0.998939
191; 0.998933
192; 0.998927
193; 0.998923
194; 0.998918
195; 0.998914
196; 0.99891
197; 0.998905
198; 0.998901
199; 0.998896
